测站点,测回数,半测回标志,观测点,水平方向,,,垂直方向,,,距离,棱镜高,测站高,,转换到盘左的Hz,,,转换到竖直角Vz,,,,水平角2C差,,,垂直角指标差,,,距离差（测回内）,,（一测回）水平方向平均值,,,垂直方向平均值,,,距离平均值,,（多测回）水平方向平均值,,,垂直方向平均值,,,距离平均值,,（与多测回平均值的差）水平角差,,,垂直角差,,,距离差
5,1,R,1,180,0,6.299999999953343,270,45,54.69999999995707,14.994306,1.452,1.456,,0,0,6.299999999995028,0,45,54.69999999996048,,
,,,1,180,0,4.300000000023374,270,46,8.699999999876127,14.994106,1.452,1.456,,0,0,4.300000000076575,0,46,8.699999999847563,,
,,,2,234,43,56.79999999998245,267,50,57.4999999999136,28.354178,1.522,1.456,,54,43,56.800000000033606,-2,-9,-2.500000000080007,,
,,,3,290,15,27.39999999992051,268,43,14.299999999884676,35.571425,1.595,1.456,,110,15,27.39999999986935,-1,-16,-45.70000000010488,,
,,,4,304,43,48.69999999986703,267,30,7.70000000006803,16.906445,1.498,1.456,,124,43,48.69999999996935,-2,-29,-52.29999999991449,,
,2,,1,180,0,2.49999999996362,270,46,6.699999999946158,14.994019,1.452,1.456,,0,0,2.5000000000125655,0,46,6.700000000020765,,
,,,1,180,0,11.199999999996635,270,46,15.100000000020373,14.994219,1.452,1.456,,0,0,11.200000000001339,0,46,15.09999999995344,,
,,,2,234,43,57.400000000002365,267,50,54.799999999977445,28.354103,1.522,1.456,,54,43,57.399999999951206,-2,-9,-5.199999999947416,,
,,,3,290,15,26.400000000057844,268,43,13.89999999993961,35.571657,1.595,1.456,,110,15,26.400000000057844,-1,-16,-46.09999999999815,,
,,,4,304,43,46.09999999981483,267,30,18.8000000000784,16.90616,1.498,1.456,,124,43,46.09999999981483,-2,-29,-41.199999999931194,,
,3,,1,180,0,2.599999999949887,270,46,10.29999999986103,14.994219,1.452,1.456,,0,0,2.5999999999397896,0,46,10.299999999966758,,
,,,1,180,0,6.199999999967076,270,46,12.100000000023101,14.994319,1.452,1.456,,0,0,6.199999999976207,0,46,12.100000000122009,,
,,,2,234,43,54.699999999861575,267,50,55.500000000188265,28.354603,1.522,1.456,,54,43,54.699999999912734,-2,-9,-4.499999999907658,,
,,,3,290,15,27.699999999981628,268,43,16.400000000107866,35.571257,1.595,1.456,,110,15,27.700000000032787,-1,-16,-43.59999999998401,,
,,,4,304,43,44.19999999997344,267,30,16.200000000026193,16.90636,1.498,1.456,,124,43,44.199999999922284,-2,-29,-43.79999999987149,,
,4,,1,180,0,0.2999999999587999,270,46,14.400000000014188,14.994319,1.452,1.456,,0,0,0.29999999996486804,0,46,14.400000000096043,,
,,,1,180,0,3.2999999999560714,270,46,5.0999999999612555,14.994419,1.452,1.456,,0,0,3.299999999979949,0,46,5.099999999902849,,
,,,2,234,43,52.80000000002019,267,50,52.599999999870306,28.354703,1.522,1.456,,54,43,52.79999999999461,-2,-9,-7.400000000180853,,
,,,3,290,15,15.800000000081127,268,43,14.200000000000728,35.571357,1.595,1.456,,110,15,15.800000000081127,-1,-16,-45.8000000000321,,
,,,4,304,43,43.19999999990614,267,30,17.69999999992251,16.90616,1.498,1.456,,124,43,43.19999999990614,-2,-29,-42.30000000004722,,
5,1,R,1,180,0,6.299999999953343,270,45,54.69999999995707,14.994306,1.452,1.456,,0,0,6.299999999995028,0,45,54.69999999996048,,
,,,1,180,0,4.300000000023374,270,46,8.699999999876127,14.994106,1.452,1.456,,0,0,4.300000000076575,0,46,8.699999999847563,,
,,,2,234,43,56.79999999998245,267,50,57.4999999999136,28.354178,1.522,1.456,,54,43,56.800000000033606,-2,-9,-2.500000000080007,,
,,,3,290,15,27.39999999992051,268,43,14.299999999884676,35.571425,1.595,1.456,,110,15,27.39999999986935,-1,-16,-45.70000000010488,,
,,,4,304,43,48.69999999986703,267,30,7.70000000006803,16.906445,1.498,1.456,,124,43,48.69999999996935,-2,-29,-52.29999999991449,,
,2,,1,180,0,2.49999999996362,270,46,6.699999999946158,14.994019,1.452,1.456,,0,0,2.500000000012565,0,46,6.700000000020765,,
,,,1,180,0,11.199999999996635,270,46,15.100000000020373,14.994219,1.452,1.456,,0,0,11.200000000001339,0,46,15.09999999995344,,
,,,2,234,43,57.400000000002365,267,50,54.799999999977445,28.354103,1.522,1.456,,54,43,57.399999999951206,-2,-9,-5.199999999947416,,
,,,3,290,15,26.400000000057844,268,43,13.89999999993961,35.571657,1.595,1.456,,110,15,26.400000000057844,-1,-16,-46.09999999999815,,
,,,4,304,43,46.09999999981483,267,30,18.8000000000784,16.90616,1.498,1.456,,124,43,46.09999999981483,-2,-29,-41.199999999931194,,
,3,,1,180,0,2.599999999949887,270,46,10.29999999986103,14.994219,1.452,1.456,,0,0,2.5999999999397896,0,46,10.299999999966758,,
,,,1,180,0,6.199999999967076,270,46,12.100000000023101,14.994319,1.452,1.456,,0,0,6.199999999976207,0,46,12.100000000122009,,
,,,2,234,43,54.699999999861575,267,50,55.500000000188265,28.354603,1.522,1.456,,54,43,54.699999999912734,-2,-9,-4.499999999907658,,
,,,3,290,15,27.699999999981628,268,43,16.400000000107866,35.571257,1.595,1.456,,110,15,27.700000000032787,-1,-16,-43.59999999998401,,
,,,4,304,43,44.19999999997344,267,30,16.200000000026193,16.90636,1.498,1.456,,124,43,44.199999999922284,-2,-29,-43.79999999987149,,
,4,,1,180,0,0.2999999999587999,270,46,14.400000000014188,14.994319,1.452,1.456,,0,0,0.29999999996486804,0,46,14.400000000096043,,
,,,1,180,0,3.2999999999560714,270,46,5.0999999999612555,14.994419,1.452,1.456,,0,0,3.299999999979949,0,46,5.099999999902849,,
,,,2,234,43,52.80000000002019,267,50,52.599999999870306,28.354703,1.522,1.456,,54,43,52.79999999999461,-2,-9,-7.400000000180853,,
,,,3,290,15,15.800000000081127,268,43,14.200000000000728,35.571357,1.595,1.456,,110,15,15.800000000081127,-1,-16,-45.8000000000321,,
,,,4,304,43,43.19999999990614,267,30,17.69999999992251,16.90616,1.498,1.456,,124,43,43.19999999990614,-2,-29,-42.30000000004722,,
1,1,R,2,179,59,23.599999999985357,266,50,22.299999999836473,23.208315,1.522,1.474,,359,59,23.600000000087675,-3,-9,-37.7000000000708,,
,,,2,179,59,50.300000000002,266,50,12.199999999893407,23.208015,1.522,1.474,,359,59,50.300000000002,-3,-9,-47.80000000004744,,
,,,3,222,40,49.39999999993461,268,39,15.999999999971806,43.128556,1.595,1.474,,42,40,49.39999999996019,-1,-20,-43.99999999998343,,
,,,4,243,57,49.60000000000264,268,4,26.4000000000442,28.280127,1.498,1.474,,63,57,49.59999999995148,-1,-55,-33.599999999972,,
,,,5,273,21,36.80000000014388,269,7,23.499999999971806,14.994632,1.463,1.474,,93,21,36.80000000014388,0,-52,-36.49999999992929,,
,2,,2,179,57,31.999999999964075,266,50,22.59999999989759,23.208315,1.522,1.474,,359,57,32.00000000006639,-3,-9,-37.40000000010561,,
,,,2,179,58,3.7000000000102773,266,50,28.099999999858483,23.208015,1.522,1.474,,359,58,3.699999999907959,-3,-9,-31.90000000007757,,
,,,3,222,38,25.499999999949523,268,39,13.599999999892134,43.128156,1.595,1.474,,42,38,25.499999999975103,-1,-20,-46.400000000068644,,
,,,4,243,55,7.799999999917873,268,4,22.799999999924694,28.280227,1.498,1.474,,63,55,7.799999999917873,-1,-55,-37.20000000010003,,
,,,5,273,19,59.09999999995307,269,7,38.999999999991815,14.994532,1.463,1.474,,93,19,59.09999999995307,0,-52,-21.00000000003419,,
,3,,2,179,57,27.899999999913234,266,50,23.799999999937427,23.207715,1.522,1.474,,359,57,27.90000000011787,-3,-9,-36.20000000006257,,
,,,2,179,57,27.200000000009368,266,50,25.30000000003838,23.208115,1.522,1.474,,359,57,27.19999999990705,-3,-9,-34.700000000055944,,
,,,3,222,37,39.200000000066666,268,39,22.399999999911415,43.128156,1.595,1.474,,42,37,39.200000000066666,-1,-20,-37.6000000000613,,
,,,4,243,54,29.000000000130512,268,4,27.399999999906868,28.280427,1.498,1.474,,63,54,29.000000000130512,-1,-55,-32.60000000014685,,
,,,5,273,19,42.600000000070395,269,7,43.400000000001455,14.994732,1.463,1.474,,93,19,42.600000000070395,0,-52,-16.599999999938007,,
,4,,2,179,56,52.39999999997963,266,50,27.499999999940883,23.208115,1.522,1.474,,359,56,52.39999999977499,-3,-9,-32.50000000000796,,
,,,2,179,57,32.39999999990914,266,50,25.39999999992233,23.208235,1.522,1.474,,359,57,32.39999999980682,-3,-9,-34.60000000012883,,
,,,3,222,37,51.90000000006194,268,39,35.79999999991287,43.128294,1.595,1.474,,42,37,51.90000000006194,-1,-20,-24.20000000010397,,
,,,4,243,54,43.10000000013815,268,4,26.200000000071668,28.280152,1.498,1.474,,63,54,43.10000000011257,-1,-55,-33.799999999823456,,
,,,5,273,20,14.999999999918145,269,7,24.70000000001164,14.995246,1.463,1.474,,93,20,14.999999999918145,0,-52,-35.299999999885614,,
1,1,R,2,179,59,23.599999999985357,266,50,22.299999999836473,23.208315,1.522,1.474,,359,59,23.600000000087675,-3,-9,-37.7000000000708,,
,,,2,179,59,50.300000000002,266,50,12.199999999893407,23.208015,1.522,1.474,,359,59,50.300000000002,-3,-9,-47.80000000004744,,
,,,3,222,40,49.39999999993461,268,39,15.999999999971806,43.128556,1.595,1.474,,42,40,49.39999999996019,-1,-20,-43.99999999998343,,
,,,4,243,57,49.60000000000264,268,4,26.4000000000442,28.280127,1.498,1.474,,63,57,49.59999999995148,-1,-55,-33.599999999972,,
,,,5,273,21,36.80000000014388,269,7,23.499999999971806,14.994632,1.463,1.474,,93,21,36.80000000014388,0,-52,-36.49999999992929,,
,2,,2,179,57,31.999999999964075,266,50,22.59999999989759,23.208315,1.522,1.474,,359,57,32.00000000006639,-3,-9,-37.40000000010561,,
,,,2,179,58,3.7000000000102773,266,50,28.099999999858483,23.208015,1.522,1.474,,359,58,3.699999999907959,-3,-9,-31.90000000007757,,
,,,3,222,38,25.499999999949523,268,39,13.599999999892134,43.128156,1.595,1.474,,42,38,25.499999999975103,-1,-20,-46.400000000068644,,
,,,4,243,55,7.799999999917873,268,4,22.799999999924694,28.280227,1.498,1.474,,63,55,7.799999999917873,-1,-55,-37.20000000010003,,
,,,5,273,19,59.09999999995307,269,7,38.999999999991815,14.994532,1.463,1.474,,93,19,59.09999999995307,0,-52,-21.00000000003419,,
,3,,2,179,57,27.899999999913234,266,50,23.799999999937427,23.207715,1.522,1.474,,359,57,27.90000000011787,-3,-9,-36.20000000006257,,
,,,2,179,57,27.200000000009368,266,50,25.30000000003838,23.208115,1.522,1.474,,359,57,27.19999999990705,-3,-9,-34.700000000055944,,
,,,3,222,37,39.200000000066666,268,39,22.399999999911415,43.128156,1.595,1.474,,42,37,39.200000000066666,-1,-20,-37.6000000000613,,
,,,4,243,54,29.000000000130512,268,4,27.399999999906868,28.280427,1.498,1.474,,63,54,29.000000000130512,-1,-55,-32.60000000014685,,
,,,5,273,19,42.600000000070395,269,7,43.400000000001455,14.994732,1.463,1.474,,93,19,42.600000000070395,0,-52,-16.599999999938007,,
,4,,2,179,56,52.39999999997963,266,50,27.499999999940883,23.208115,1.522,1.474,,359,56,52.39999999977499,-3,-9,-32.50000000000796,,
,,,2,179,57,32.39999999990914,266,50,25.39999999992233,23.208235,1.522,1.474,,359,57,32.39999999980682,-3,-9,-34.60000000012883,,
,,,3,222,37,51.90000000006194,268,39,35.79999999991287,43.128294,1.595,1.474,,42,37,51.90000000006194,-1,-20,-24.20000000010397,,
,,,4,243,54,43.10000000013815,268,4,26.200000000071668,28.280152,1.498,1.474,,63,54,43.10000000011257,-1,-55,-33.799999999823456,,
,,,5,273,20,14.999999999918145,269,7,24.70000000001164,14.995246,1.463,1.474,,93,20,14.999999999918145,0,-52,-35.299999999885614,,
2,1,R,3,179,59,57.699999999906595,270,28,23.29999999987649,30.444682,1.595,1.546,,359,59,57.69999999980428,0,28,23.29999999991486,,
,,,3,179,59,41.39999999999645,270,28,22.099999999836655,30.444582,1.595,1.546,,359,59,41.399999999894135,0,28,22.099999999872253,,
,,,4,219,13,37.39999999998645,270,38,40.899999999983265,27.582308,1.498,1.546,,39,13,37.40000000003761,0,38,40.90000000001481,,
,,,5,254,21,52.89999999997917,272,5,14.89999999982956,28.352228,1.463,1.546,,74,21,52.89999999997917,2,5,14.899999999925484,,
,,,1,286,14,58.59999999998763,273,4,7.299999999904685,23.206196,1.462,1.546,,106,14,58.59999999993647,3,4,7.299999999984621,,
,2,,3,179,59,54.49999999993679,270,28,20.699999999824286,30.444482,1.595,1.546,,359,59,54.500000000243745,0,28,20.699999999791885,,
